Date,"Stephen Curry","NBA Finals"
2018-07-08,11542,1530
2018-07-09,10488,1606
2018-07-10,10280,1633
2018-07-11,12044,1505
2018-07-12,9868,1296
2018-07-13,8908,1102
2018-07-14,9516,1045
2018-07-15,10232,1224
2018-07-16,8522,1178
2018-07-17,7413,1070
2018-07-18,8855,1508
2018-07-19,9237,1301
2018-07-20,9786,1461
2018-07-21,7830,1163
2018-07-22,7511,1104
2018-07-23,7469,1121
2018-07-24,7176,1249
2018-07-25,7007,1199
2018-07-26,7001,1248
2018-07-27,6668,1092
2018-07-28,6196,1020
2018-07-29,6199,905
2018-07-30,19269,1036
2018-07-31,9713,1097
2018-08-01,8400,1036
2018-08-02,7376,1141
2018-08-03,7632,919
2018-08-04,7227,970
2018-08-05,6867,926
2018-08-06,8388,961
2018-08-07,7506,1010
2018-08-08,7114,935
2018-08-09,7484,995
2018-08-10,7000,903
2018-08-11,8186,931
2018-08-12,6109,1279
2018-08-13,6116,1025
2018-08-14,5501,1130
2018-08-15,5229,837
2018-08-16,7775,1027
2018-08-17,7219,868
2018-08-18,7431,809
2018-08-19,5985,803
2018-08-20,5993,741
2018-08-21,5503,805
2018-08-22,5463,833
2018-08-23,5970,929
2018-08-24,6114,950
2018-08-25,5146,791
2018-08-26,5822,811
2018-08-27,6737,882
2018-08-28,6567,944
2018-08-29,6635,965
2018-08-30,6288,899
2018-08-31,5739,733
2018-09-01,5497,722
2018-09-02,7110,781
2018-09-03,10103,744
2018-09-04,7040,754
2018-09-05,6450,788
2018-09-06,7332,711
2018-09-07,7495,812
2018-09-08,6861,735
2018-09-09,7494,865
2018-09-10,6636,624
2018-09-11,6318,710
2018-09-12,6064,698
2018-09-13,6367,758
2018-09-14,9446,712
2018-09-15,9414,764
2018-09-16,7655,720
2018-09-17,6749,868
2018-09-18,6186,764
2018-09-19,5986,766
2018-09-20,6530,765
2018-09-21,6142,721
2018-09-22,5906,652
2018-09-23,6888,696
2018-09-24,6288,830
2018-09-25,19969,1175
2018-09-26,7581,994
2018-09-27,6768,1027
2018-09-28,6339,820
2018-09-29,6015,833
2018-09-30,8384,874
2018-10-01,6440,769
2018-10-02,6323,735
2018-10-03,6445,999
2018-10-04,6223,835
2018-10-05,6287,807
2018-10-06,6979,732
2018-10-07,5310,606
2018-10-08,6443,698
2018-10-09,6660,824
2018-10-10,6788,908
2018-10-11,9782,1100
2018-10-12,6481,803
2018-10-13,11447,861
2018-10-14,8598,916
2018-10-15,8869,1149
2018-10-16,10095,1901
2018-10-17,20989,2521
2018-10-18,11256,1620
2018-10-19,18954,1693
2018-10-20,13067,1361
2018-10-21,10312,1459
2018-10-22,12939,1126
2018-10-23,13740,1222
2018-10-24,9343,1274
2018-10-25,35611,1414
2018-10-26,17991,1306
2018-10-27,14377,1142
2018-10-28,14538,1491
2018-10-29,16749,1843
2018-10-30,17868,1618
2018-10-31,12463,1331
2018-11-01,17146,1390
2018-11-02,13920,1180
2018-11-03,16701,1238
2018-11-04,14435,1133
2018-11-05,10901,1039
2018-11-06,10989,1031
2018-11-07,9466,894
2018-11-08,9557,1069
2018-11-09,11010,1098
2018-11-10,8989,988
2018-11-11,8969,1071
2018-11-12,8748,995
2018-11-13,9374,996
2018-11-14,12309,2127
2018-11-15,13349,1615
2018-11-16,12129,1662
2018-11-17,9283,1158
2018-11-18,10271,1065
2018-11-19,9995,1293
2018-11-20,8677,1173
2018-11-21,11229,1240
2018-11-22,13469,1704
2018-11-23,10940,983
2018-11-24,14313,1000
2018-11-25,9473,939
2018-11-26,8984,1033
2018-11-27,10195,1016
2018-11-28,8848,990
2018-11-29,13951,1062
2018-11-30,19573,1209
2018-12-01,10845,1066
2018-12-02,9321,971
2018-12-03,8199,917
2018-12-04,12107,1250
2018-12-05,9110,1486
2018-12-06,12076,1608
2018-12-07,9370,1231
2018-12-08,11141,1241
2018-12-09,7978,1173
2018-12-10,8718,1073
2018-12-11,17225,1630
2018-12-12,15805,1463
2018-12-13,13683,1599
2018-12-14,8403,1198
2018-12-15,11078,1123
2018-12-16,7775,1075
2018-12-17,7064,4086
2018-12-18,15553,1191
2018-12-19,10329,1072
2018-12-20,8995,1022
2018-12-21,7865,1063
2018-12-22,7127,1701
2018-12-23,7193,1038
2018-12-24,9491,1059
2018-12-25,10909,1762
2018-12-26,24062,2243
2018-12-27,9759,1370
2018-12-28,16904,1435
2018-12-29,10827,1181
2018-12-30,20292,1287
2018-12-31,10327,1502
2019-01-01,10030,1307
2019-01-02,9648,1432
2019-01-03,9303,1673
2019-01-04,12848,2084
2019-01-05,10450,1539
2019-01-06,26876,1423
2019-01-07,10480,1219
2019-01-08,9570,1187
2019-01-09,12328,1212
2019-01-10,12712,1227
2019-01-11,9615,1156
2019-01-12,23975,1263
2019-01-13,16320,1211
2019-01-14,16220,1176
2019-01-15,10764,1311
2019-01-16,15249,1450
2019-01-17,19549,1604
2019-01-18,11748,1414
2019-01-19,16130,1330
2019-01-20,13059,1285
2019-01-21,9698,1913
2019-01-22,15016,1588
2019-01-23,15211,1249
2019-01-24,12158,1324
2019-01-25,19094,1749
2019-01-26,16421,1401
2019-01-27,24571,1712
2019-01-28,12163,1468
2019-01-29,14785,1584
2019-01-30,11181,1602
2019-01-31,11398,1537
2019-02-01,15284,1760
2019-02-02,11078,1471
2019-02-03,22150,2124
2019-02-04,11351,3232
2019-02-05,10309,2150
2019-02-06,12439,2058
2019-02-07,14870,2063
2019-02-08,12600,2414
2019-02-09,12633,1824
2019-02-10,11052,1820
2019-02-11,13494,1761
2019-02-12,11330,1872
2019-02-13,16376,2097
2019-02-14,22165,2193
2019-02-15,13906,1630
2019-02-16,30602,1412
2019-02-17,78929,1565
2019-02-18,50015,2377
2019-02-19,18519,2123
2019-02-20,15339,1805
2019-02-21,14083,1563
2019-02-22,16572,1698
2019-02-23,14553,1493
2019-02-24,15724,1831
2019-02-25,10078,1476
2019-02-26,13635,1801
2019-02-27,10372,1496
2019-02-28,12231,1612
2019-03-01,9869,1319
2019-03-02,10441,1356
2019-03-03,16292,1645
2019-03-04,9867,1530
2019-03-05,9326,1823
2019-03-06,10633,1685
2019-03-07,11406,2407
2019-03-08,12690,1970
2019-03-09,17753,1742
2019-03-10,11901,1706
2019-03-11,11084,1536
2019-03-12,9511,1283
2019-03-13,9419,1367
2019-03-14,29456,1465
2019-03-15,16332,1243
2019-03-16,11007,1080
2019-03-17,18070,1340
2019-03-18,10417,1234
2019-03-19,14355,1475
2019-03-20,12739,1479
2019-03-21,12915,1401
2019-03-22,14812,1369
2019-03-23,19063,2385
2019-03-24,18504,1747
2019-03-25,12212,1558
2019-03-26,9834,1732
2019-03-27,8714,1973
2019-03-28,10624,1888
2019-03-29,11220,1852
2019-03-30,11438,1559
2019-03-31,16714,1414
2019-04-01,18541,1293
2019-04-02,11317,1324
2019-04-03,22129,1453
2019-04-04,13186,1407
2019-04-05,13452,1544
2019-04-06,12922,1545
2019-04-07,11654,1720
2019-04-08,21398,1989
2019-04-09,12433,1733
2019-04-10,12620,2612
2019-04-11,11950,2806
2019-04-12,10227,2289
2019-04-13,10358,2272
2019-04-14,47725,3118
2019-04-15,18444,2208
2019-04-16,17513,2494
2019-04-17,14251,1905
2019-04-18,10702,1940
2019-04-19,16198,2333
2019-04-20,12543,2175
2019-04-21,17900,2854
2019-04-22,12790,2394
2019-04-23,9353,2310
2019-04-24,14632,3076
2019-04-25,15206,3322
2019-04-26,8513,2009
2019-04-27,15007,2506
2019-04-28,19599,3639
2019-04-29,11834,2403
2019-04-30,13035,2308
2019-05-01,24098,3256
2019-05-02,15897,2066
2019-05-03,13763,2244
2019-05-04,23465,2537
2019-05-05,34655,3493
2019-05-06,30267,2523
2019-05-07,26801,4344
2019-05-08,26282,3379
2019-05-09,45589,5883
2019-05-10,36550,4093
2019-05-11,68664,9685
2019-05-12,37320,5786
2019-05-13,51427,9831
2019-05-14,43988,5820
2019-05-15,126795,7545
2019-05-16,43503,5163
2019-05-17,139787,6989
2019-05-18,39568,5553
2019-05-19,80535,9503
2019-05-20,29456,6759
2019-05-21,107749,31145
2019-05-22,37541,11727
2019-05-23,35034,9563
2019-05-24,30528,9642
2019-05-25,19685,6152
2019-05-26,39085,26180
2019-05-27,26736,13277
2019-05-28,29418,10858
2019-05-29,33484,9377
2019-05-30,40505,14024
2019-05-31,138662,29079
2019-06-01,28824,6801
2019-06-02,25940,7807
2019-06-03,84294,17528
2019-06-04,24317,5709
2019-06-05,26559,6406
2019-06-06,101585,21058
2019-06-07,44049,8805
2019-06-08,73978,30843
2019-06-09,21527,11580
2019-06-10,23257,14186
2019-06-11,105199,28569
2019-06-12,27350,9462
2019-06-13,26082,10927
2019-06-14,153800,63642
2019-06-15,42194,12043
2019-06-16,29252,7057
2019-06-17,27569,6190
2019-06-18,21749,4921
2019-06-19,19874,3609
2019-06-20,25946,3112
2019-06-21,33054,2604
2019-06-22,18288,2009
2019-06-23,15649,1960
2019-06-24,17136,1935
2019-06-25,17471,2361
2019-06-26,14149,1932
2019-06-27,11772,1763
2019-06-28,16784,2065
2019-06-29,12532,1836
2019-06-30,14114,2046
2019-07-01,27725,3318
2019-07-02,17531,2716
2019-07-03,13779,2236
2019-07-04,11325,1754
2019-07-05,11398,1647
2019-07-06,12628,2809
2019-07-07,11315,2172
2019-07-08,12581,2023
2019-07-09,10935,1716
2019-07-10,9737,1655
2019-07-11,8937,1625
2019-07-12,15688,2663
2019-07-13,13284,1740
2019-07-14,10186,1516
2019-07-15,8662,1607
2019-07-16,7909,2995
2019-07-17,8272,1740
2019-07-18,10956,1725
2019-07-19,12598,1495
2019-07-20,12185,1358
2019-07-21,9338,1221
2019-07-22,7808,1197
2019-07-23,7273,1306
2019-07-24,7137,1293
2019-07-25,7243,1316
2019-07-26,7401,1086
2019-07-27,6095,1181
2019-07-28,6114,1333
2019-07-29,6373,1226
2019-07-30,6204,1112
2019-07-31,7073,1197
2019-08-01,6073,1124
2019-08-02,6975,1212
2019-08-03,6567,1027
2019-08-04,6020,1025
2019-08-05,6314,1071
2019-08-06,6346,1174
2019-08-07,6679,1109
2019-08-08,5775,985
2019-08-09,5569,806
2019-08-10,4791,923
2019-08-11,4895,761
2019-08-12,5209,843
2019-08-13,5119,999
2019-08-14,5137,1072
2019-08-15,5249,959
2019-08-16,6057,849
2019-08-17,4989,705
2019-08-18,5119,766
2019-08-19,6118,787
2019-08-20,6623,792
2019-08-21,6071,760
2019-08-22,6222,886
2019-08-23,6537,789
2019-08-24,5123,865
2019-08-25,5399,907
2019-08-26,6387,804
2019-08-27,5654,790
2019-08-28,5558,1386
2019-08-29,5149,1297
2019-08-30,5346,904
2019-08-31,4977,859
2019-09-01,4974,719
2019-09-02,5207,785
2019-09-03,5154,857
2019-09-04,5004,826
2019-09-05,4932,801
2019-09-06,4481,742
2019-09-07,4807,704
2019-09-08,4789,736
2019-09-09,5205,698
2019-09-10,5523,782
2019-09-11,5970,916
2019-09-12,5830,766
2019-09-13,5693,811
2019-09-14,5891,722
2019-09-15,6273,711
2019-09-16,6264,710
2019-09-17,6134,759
2019-09-18,8179,892
2019-09-19,8410,924
2019-09-20,6209,740
2019-09-21,5319,548
2019-09-22,5338,664
2019-09-23,5461,566
2019-09-24,5621,732
2019-09-25,4952,660
2019-09-26,9189,969
2019-09-27,6404,753
2019-09-28,5553,733
2019-09-29,5525,828
2019-09-30,5951,1442
2019-10-01,6904,921
2019-10-02,6052,759
2019-10-03,6225,766
2019-10-04,5745,693
2019-10-05,5591,680
2019-10-06,6534,837
2019-10-07,5220,762
2019-10-08,4906,834
2019-10-09,5977,802
2019-10-10,5794,825
2019-10-11,6342,837
2019-10-12,4804,677
2019-10-13,5214,620
2019-10-14,5905,699
2019-10-15,5977,763
2019-10-16,5387,864
2019-10-17,7439,958
2019-10-18,5682,835
2019-10-19,6189,885
2019-10-20,5318,890
2019-10-21,6032,976
2019-10-22,17419,1578
2019-10-23,12099,2091
2019-10-24,10173,1519
2019-10-25,12147,1819
2019-10-26,7304,1261
2019-10-27,7675,1270
2019-10-28,10363,1304
2019-10-29,10077,1180
2019-10-30,7096,1483
2019-10-31,15420,2240
2019-11-01,10481,1295
2019-11-02,11057,1484
2019-11-03,8029,1088
2019-11-04,7345,1091
2019-11-05,8149,1066
2019-11-06,7199,1292
2019-11-07,8647,1366
2019-11-08,7145,1130
2019-11-09,7785,1118
2019-11-10,7047,925
2019-11-11,6222,1034
2019-11-12,7900,1160
2019-11-13,7614,1059
2019-11-14,10549,1427
2019-11-15,7308,1046
2019-11-16,8233,1165
2019-11-17,8323,1122
2019-11-18,6973,1124
2019-11-19,8094,1144
2019-11-20,7183,1300
2019-11-21,8805,1326
2019-11-22,5736,898
2019-11-23,6331,1124
2019-11-24,6744,928
2019-11-25,6099,989
2019-11-26,6780,1018
2019-11-27,6711,941
2019-11-28,8300,1087
2019-11-29,7121,903
2019-11-30,7558,1029
2019-12-01,7249,988
2019-12-02,7274,893
2019-12-03,6445,928
2019-12-04,7348,984
2019-12-05,7645,1024
2019-12-06,6051,857
2019-12-07,6281,984
2019-12-08,5407,887
2019-12-09,6383,907
2019-12-10,6596,984
2019-12-11,6588,1043
2019-12-12,16246,1223
2019-12-13,10430,890
2019-12-14,8674,1132
2019-12-15,7244,901
2019-12-16,7776,894
2019-12-17,8984,1002
2019-12-18,6872,1318
2019-12-19,11344,1291
2019-12-20,8193,1330
2019-12-21,9184,936
2019-12-22,8608,922
2019-12-23,6718,886
2019-12-24,6220,1031
2019-12-25,12464,1556
2019-12-26,13901,2072
2019-12-27,9088,1280
2019-12-28,9154,1252
2019-12-29,12220,1153
2019-12-30,10663,1357
2019-12-31,8487,1360
2020-01-01,7487,1308
2020-01-02,8265,1403
2020-01-03,8881,1344
2020-01-04,7859,1331
2020-01-05,7479,1193
2020-01-06,5818,1128
2020-01-07,6553,1147
2020-01-08,6125,1166
2020-01-09,8931,1122
2020-01-10,7022,1227
2020-01-11,8878,1096
2020-01-12,7146,1065
2020-01-13,6241,1009
2020-01-14,5985,991
2020-01-15,7765,977
2020-01-16,7175,955
2020-01-17,6662,959
2020-01-18,7266,952
2020-01-19,11743,1082
2020-01-20,6424,1099
2020-01-21,7775,1425
2020-01-22,6284,1026
2020-01-23,11863,1230
2020-01-24,11149,1236
2020-01-25,8645,1060
2020-01-26,14537,6884
2020-01-27,26504,11044
2020-01-28,20399,6878
2020-01-29,17431,5360
2020-01-30,15291,4072
2020-01-31,17558,3579
2020-02-01,19214,4610
2020-02-02,17200,3549
2020-02-03,13373,3023
2020-02-04,14745,2278
2020-02-05,12926,2282
2020-02-06,14729,2416
2020-02-07,13853,2220
2020-02-08,13439,1961
2020-02-09,24137,2238
2020-02-10,13544,1880
2020-02-11,12804,1859
2020-02-12,10203,1865
2020-02-13,10018,1763
2020-02-14,8696,1669
2020-02-15,8953,1485
2020-02-16,10550,1634
2020-02-17,18571,1891
2020-02-18,13730,1531
2020-02-19,11218,1663
2020-02-20,10020,1593
2020-02-21,10826,1704
2020-02-22,9233,1455
2020-02-23,9221,1858
2020-02-24,9488,2024
2020-02-25,11334,1823
2020-02-26,11368,1721
2020-02-27,10169,1496
2020-02-28,10428,1460
2020-02-29,11377,1322
2020-03-01,9624,1433
2020-03-02,10422,1397
2020-03-03,11928,1269
2020-03-04,9856,1280
2020-03-05,14830,1432
2020-03-06,25821,1707
2020-03-07,15206,1688
2020-03-08,14091,1749
2020-03-09,8638,1572
2020-03-10,8479,1303
2020-03-11,9482,1380
2020-03-12,6567,1457
2020-03-13,5770,962
2020-03-14,14124,2420
2020-03-15,19227,1802
2020-03-16,9473,1289
2020-03-17,7511,1258
2020-03-18,7223,1381
2020-03-19,7289,1543
2020-03-20,6831,2383
2020-03-21,8927,2254
2020-03-22,8230,2187
2020-03-23,7692,1905
2020-03-24,7819,2038
2020-03-25,7617,1911
2020-03-26,10057,2431
2020-03-27,9192,2105
2020-03-28,8051,3817
2020-03-29,7878,3678
2020-03-30,7448,2310
2020-03-31,7765,2251
2020-04-01,7457,2159
2020-04-02,9021,3449
2020-04-03,7401,2153
2020-04-04,8031,3975
2020-04-05,7968,5914
2020-04-06,7463,2447
2020-04-07,7236,2253
2020-04-08,8041,2344
2020-04-09,8617,4166
2020-04-10,7433,2153
2020-04-11,8249,3490
2020-04-12,8451,3138
2020-04-13,7983,2314
2020-04-14,6977,2349
2020-04-15,8259,2833
2020-04-16,8177,4702
2020-04-17,8149,2821
2020-04-18,7591,2867
2020-04-19,8429,3295
2020-04-20,10384,7705
2020-04-21,13364,5807
2020-04-22,10136,5199
2020-04-23,9113,5781
2020-04-24,7669,3320
2020-04-25,7604,3589
2020-04-26,9349,5294
2020-04-27,10154,12946
2020-04-28,11095,9234
2020-04-29,10920,7767
2020-04-30,11642,8744
2020-05-01,9704,5867
2020-05-02,9247,4817
2020-05-03,9557,6707
2020-05-04,12606,10687
2020-05-05,12671,8326
2020-05-06,11390,6541
2020-05-07,10713,5673
2020-05-08,9569,4672
2020-05-09,11801,5704
2020-05-10,15771,7486
2020-05-11,14974,11339
2020-05-12,13877,9170
2020-05-13,13092,7707
2020-05-14,13775,7581
2020-05-15,14463,5742
2020-05-16,12436,5890
2020-05-17,12776,6866
2020-05-18,20846,21330
2020-05-19,19544,15267
2020-05-20,17645,10493
2020-05-21,18149,9282
2020-05-22,17435,7736
2020-05-23,15537,8053
2020-05-24,17983,8097
2020-05-25,19446,6377
2020-05-26,15372,5564
2020-05-27,12920,4910
2020-05-28,12286,4296
2020-05-29,11345,3464
2020-05-30,10119,4034
2020-05-31,9657,3724
2020-06-01,8728,3064
2020-06-02,7876,2898
2020-06-03,7997,2940
2020-06-04,8381,3310
2020-06-05,8411,2626
2020-06-06,8075,2796
2020-06-07,8961,4066
2020-06-08,8661,2722
2020-06-09,8072,2387
2020-06-10,7892,2406
2020-06-11,7791,2374
2020-06-12,8373,2266
2020-06-13,7533,2219
2020-06-14,7931,2617
2020-06-15,7982,2464
2020-06-16,7206,2149
2020-06-17,6780,2195
2020-06-18,6979,2112
2020-06-19,7496,1847
2020-06-20,6855,1999
2020-06-21,7320,2405
2020-06-22,7217,2067
2020-06-23,6543,1718
2020-06-24,6084,1487
2020-06-25,6955,1600
2020-06-26,7672,1661
2020-06-27,6332,1480
2020-06-28,6493,1581
2020-06-29,6331,1671
2020-06-30,6009,1552
2020-07-01,5758,1369
2020-07-02,5815,1372
2020-07-03,6119,1311
2020-07-04,5629,1368
2020-07-05,5845,1215
2020-07-06,5538,1064
2020-07-07,6107,1154
2020-07-08,7336,1318
2020-07-09,7360,1288
2020-07-10,7314,1134
2020-07-11,8520,1212
2020-07-12,8657,1259
2020-07-13,8322,1210
2020-07-14,6294,1137
2020-07-15,5584,1053
2020-07-16,5173,1115
2020-07-17,5597,1041
2020-07-18,5775,1105
2020-07-19,6514,1357
2020-07-20,6098,1586
2020-07-21,5951,1813
2020-07-22,6128,2007
2020-07-23,6436,1999
2020-07-24,9533,1922
2020-07-25,6921,1838
2020-07-26,6528,1946
2020-07-27,6642,1841
2020-07-28,6048,1739
2020-07-29,6142,1630
2020-07-30,6263,1767
2020-07-31,8861,2242
2020-08-01,10396,1851
2020-08-02,7163,1974
2020-08-03,8261,1745
2020-08-04,7327,1741
2020-08-05,6674,1584
2020-08-06,6073,1507
2020-08-07,6693,1520
2020-08-08,7480,1562
2020-08-09,10071,1645
2020-08-10,10777,1499
2020-08-11,8756,1571
2020-08-12,8549,1555
2020-08-13,7399,1611
2020-08-14,7828,1720
2020-08-15,6990,1666
2020-08-16,6841,1673
2020-08-17,7280,2206
2020-08-18,11616,2320
2020-08-19,11066,2835
2020-08-20,15131,2213
2020-08-21,69564,2341
2020-08-22,21992,2038
2020-08-23,22252,2778
2020-08-24,16901,2745
2020-08-25,11923,2453
2020-08-26,10951,2025
2020-08-27,6856,1343
2020-08-28,6348,1266
2020-08-29,6543,1508
2020-08-30,17707,2327
2020-08-31,8822,1811
2020-09-01,7978,1958
2020-09-02,7310,2030
2020-09-03,8810,2565
2020-09-04,8204,1992
2020-09-05,8607,2462
2020-09-06,8250,2281
2020-09-07,9721,2353
2020-09-08,7889,2038
2020-09-09,11595,3455
2020-09-10,8563,2777
2020-09-11,9153,2624
2020-09-12,8924,3990
2020-09-13,9232,4385
2020-09-14,6644,2616
2020-09-15,6661,2559
2020-09-16,10976,6532
2020-09-17,8527,3138
2020-09-18,9182,3787
2020-09-19,9515,4032
2020-09-20,7392,2905
2020-09-21,7533,3176
2020-09-22,7097,2091
2020-09-23,7411,2617
2020-09-24,7505,3678
2020-09-25,8152,4427
2020-09-26,7596,4023
2020-09-27,10218,31094
2020-09-28,10918,28594
2020-09-29,8085,10040
2020-09-30,7644,10652
2020-10-01,11413,18458
2020-10-02,7156,6173
2020-10-03,9942,13276
2020-10-04,7040,6541
2020-10-05,8161,10225
2020-10-06,6626,5270
2020-10-07,10966,14223
2020-10-08,7452,7027
2020-10-09,7536,8124
2020-10-10,11006,18917
2020-10-11,7215,8132
2020-10-12,31083,44090
2020-10-13,13617,10848
2020-10-14,11446,6263
2020-10-15,10202,4385
2020-10-16,9392,3534
2020-10-17,7857,2661
2020-10-18,7829,2664
2020-10-19,9883,2554
2020-10-20,10480,1996
2020-10-21,8267,1945
2020-10-22,7372,1895
2020-10-23,6654,1614
2020-10-24,5972,1442
2020-10-25,5805,1695
2020-10-26,5969,1646
2020-10-27,5826,1467
2020-10-28,6304,2114
2020-10-29,6257,1491
2020-10-30,5599,1293
2020-10-31,5169,1094
2020-11-01,5218,1110
2020-11-02,6321,1155
2020-11-03,7403,1057
2020-11-04,4844,837
2020-11-05,4726,922
2020-11-06,5126,912
2020-11-07,5365,842
2020-11-08,5176,787
2020-11-09,5682,857
2020-11-10,5103,1116
2020-11-11,5844,1082
2020-11-12,6458,1018
2020-11-13,5541,996
2020-11-14,5561,934
2020-11-15,5773,1102
2020-11-16,6301,1178
2020-11-17,7124,1337
2020-11-18,7823,1207
2020-11-19,23438,1727
2020-11-20,12330,1321
2020-11-21,8290,1278
2020-11-22,7534,1196
2020-11-23,7171,1336
2020-11-24,7722,1265
2020-11-25,6911,1099
2020-11-26,6933,1171
2020-11-27,13482,1047
2020-11-28,9207,935
2020-11-29,6674,954
2020-11-30,7663,979
2020-12-01,10274,1071
2020-12-02,9896,1222
2020-12-03,12201,1431
2020-12-04,8868,1330
2020-12-05,6632,1086
2020-12-06,6689,1120
2020-12-07,6648,1118
2020-12-08,8529,1346
2020-12-09,6739,1096
2020-12-10,7353,1171
2020-12-11,6390,1257
2020-12-12,6344,1229
2020-12-13,9293,1068
2020-12-14,6803,1203
2020-12-15,6740,1126
2020-12-16,11673,1270
2020-12-17,6906,1264
2020-12-18,9012,1184
2020-12-19,7467,1122
2020-12-20,6577,1012
2020-12-21,8501,1084
2020-12-22,10336,1415
2020-12-23,16554,2275
2020-12-24,9414,1375
2020-12-25,15611,1830
2020-12-26,11369,1924
2020-12-27,14588,2170
2020-12-28,16167,1421
2020-12-29,9687,1205
2020-12-30,13321,1324
2020-12-31,8010,1281
2021-01-01,8546,1121
2021-01-02,11228,1407
2021-01-03,11547,1442
2021-01-04,46271,1334
2021-01-05,23715,1349
2021-01-06,12115,1132
2021-01-07,12852,1121
2021-01-08,11415,1049
2021-01-09,19986,1157
2021-01-10,11583,1041
2021-01-11,12044,1149
2021-01-12,8089,1063
2021-01-13,11673,1480
2021-01-14,22209,2154
2021-01-15,17012,1725
2021-01-16,9961,1537
2021-01-17,9769,1634
2021-01-18,9637,1357
2021-01-19,19366,1811
2021-01-20,9953,1153
2021-01-21,43768,1374
2021-01-22,70245,1452
2021-01-23,31377,1301
2021-01-24,36148,1558
2021-01-25,16203,2424
2021-01-26,16980,1870
2021-01-27,13981,1351
2021-01-28,22165,1518
2021-01-29,16982,1295
2021-01-30,13187,1306
2021-01-31,16098,1762
2021-02-01,11242,1267
2021-02-02,9609,1263
2021-02-03,15633,1416
2021-02-04,9622,1358
2021-02-05,13292,1469
2021-02-06,9240,1372
2021-02-07,22991,1734
2021-02-08,11272,2725
2021-02-09,12833,1591
2021-02-10,15027,1496
2021-02-11,11272,1413
2021-02-12,18217,1324
2021-02-13,12668,1329
2021-02-14,16252,1510
2021-02-15,9410,1307
2021-02-16,12316,1329
2021-02-17,10033,1401
2021-02-18,15829,1408
2021-02-19,17231,1487
2021-02-20,11557,1221
2021-02-21,12819,1376
2021-02-22,10025,1327
2021-02-23,8416,1302
2021-02-24,12188,1219
2021-02-25,11372,1370
2021-02-26,10185,1145
2021-02-27,10581,1107
2021-02-28,10301,1240
2021-03-01,15151,1507
2021-03-02,8451,1328
2021-03-03,9379,1172
2021-03-04,11468,1192
2021-03-05,10576,1173
2021-03-06,9056,1103
2021-03-07,13470,1187
2021-03-08,110670,1928
2021-03-09,28773,1306
2021-03-10,15064,1146
2021-03-11,12882,1158
2021-03-12,13195,1227
2021-03-13,11409,1112
2021-03-14,23126,1252
2021-03-15,23889,1187
2021-03-16,17909,1291
2021-03-17,12841,1279
2021-03-18,13232,1157
2021-03-19,13213,1091
2021-03-20,12460,1066
2021-03-21,13325,1083
2021-03-22,10785,1347
2021-03-23,9142,1426
2021-03-24,11116,1338
2021-03-25,9465,1305
2021-03-26,8693,1198
2021-03-27,8469,1149
2021-03-28,10232,1477
2021-03-29,8620,1314
2021-03-30,13137,1370
2021-03-31,10816,1307
2021-04-01,8681,1265
2021-04-02,10223,1218
2021-04-03,10718,1227
2021-04-04,11688,1290
2021-04-05,12378,1362
2021-04-06,10113,1386
2021-04-07,13162,1183
2021-04-08,9568,1254
2021-04-09,9199,1218
2021-04-10,10214,1023
2021-04-11,11327,1296
2021-04-12,9904,1261
2021-04-13,38906,1353
2021-04-14,13641,1233
2021-04-15,16737,1296
2021-04-16,14080,1166
2021-04-17,10910,1172
2021-04-18,29058,1271
2021-04-19,14178,1197
2021-04-20,46650,1362
2021-04-21,18079,1192
2021-04-22,15058,1149
2021-04-23,11054,1087
2021-04-24,18079,1193
2021-04-25,14732,1164
2021-04-26,15878,1129
2021-04-27,10808,1182
2021-04-28,10586,1268
2021-04-29,8662,1142
2021-04-30,8389,961
2021-05-01,7609,931
2021-05-02,11671,965
2021-05-03,9493,1122
2021-05-04,15364,1163
2021-05-05,12699,1090
2021-05-06,8312,1062
2021-05-07,11786,1048
2021-05-08,9209,999
2021-05-09,14388,1054
2021-05-10,12721,1169
2021-05-11,14315,1129
2021-05-12,11448,1227
2021-05-13,8733,1206
2021-05-14,8327,1157
2021-05-15,9374,1238
2021-05-16,22262,1481
2021-05-17,38658,1897
2021-05-18,18621,1722
2021-05-19,16494,2025
2021-05-20,38871,2650
2021-05-21,19909,1811
2021-05-22,35712,2179
2021-05-23,17110,2025
2021-05-24,12775,1591
2021-05-25,11413,1638
2021-05-26,11241,2019
2021-05-27,10222,1627
2021-05-28,9813,2088
2021-05-29,10773,1759
2021-05-30,11043,2264
2021-05-31,10001,2407
2021-06-01,10928,1782
2021-06-02,11204,2818
2021-06-03,15963,2606
2021-06-04,14237,8962
2021-06-05,9654,5459
2021-06-06,13150,4308
2021-06-07,8602,2635
2021-06-08,11402,2662
2021-06-09,15996,2611
2021-06-10,9037,2291
2021-06-11,8297,2209
2021-06-12,9953,2171
2021-06-13,7536,2139
2021-06-14,8604,2741
2021-06-15,12226,2079
2021-06-16,16792,2328
2021-06-17,19337,2109
2021-06-18,10979,1846
2021-06-19,22285,2609
2021-06-20,13558,5218
2021-06-21,27070,5424
2021-06-22,10206,2512
2021-06-23,9786,3037
2021-06-24,10770,2888
2021-06-25,9444,2454
2021-06-26,8390,2010
2021-06-27,9394,3698
2021-06-28,8525,3362
2021-06-29,7828,3141
2021-06-30,9975,2916
