Date,"Stephen Curry","NBA Finals"
2021-07-01,11605,11550
2021-07-02,9312,5872
2021-07-03,8089,3869
2021-07-04,8933,14253
2021-07-05,9272,7591
2021-07-06,8246,8673
2021-07-07,8800,13178
2021-07-08,7881,5764
2021-07-09,9781,10837
2021-07-10,9906,4297
2021-07-11,11342,5176
2021-07-12,8128,8881
2021-07-13,8716,4018
2021-07-14,8188,4707
2021-07-15,8821,9648
2021-07-16,8693,3938
2021-07-17,8496,4100
2021-07-18,10600,12864
2021-07-19,9691,5445
2021-07-20,8820,7033
2021-07-21,18814,32195
2021-07-22,12378,7090
2021-07-23,11004,3710
2021-07-24,10086,2587
2021-07-25,14005,2378
2021-07-26,10076,1922
2021-07-27,9057,1708
2021-07-28,9005,1580
2021-07-29,8343,1377
2021-07-30,9989,1701
2021-07-31,8832,1313
2021-08-01,7973,1296
2021-08-02,10098,1432
2021-08-03,18563,1724
2021-08-04,15677,1484
2021-08-05,11380,1364
2021-08-06,10473,1259
2021-08-07,17434,1417
2021-08-08,11475,1195
2021-08-09,9468,1179
2021-08-10,8739,1158
2021-08-11,10538,1401
2021-08-12,9908,1316
2021-08-13,8068,1244
2021-08-14,7117,1179
2021-08-15,6949,1209
2021-08-16,7098,1177
2021-08-17,6957,1085
2021-08-18,8412,1309
2021-08-19,8300,1404
2021-08-20,7186,1195
2021-08-21,6686,1076
2021-08-22,7194,1024
2021-08-23,9455,1094
2021-08-24,22368,1200
2021-08-25,20041,1118
2021-08-26,12484,1022
2021-08-27,10273,883
2021-08-28,8280,861
2021-08-29,7804,822
2021-08-30,7503,888
2021-08-31,6745,875
2021-09-01,6629,907
2021-09-02,5678,847
2021-09-03,6032,818
2021-09-04,5994,849
2021-09-05,5933,752
2021-09-06,8446,874
2021-09-07,8852,912
2021-09-08,6455,934
2021-09-09,5754,888
2021-09-10,5606,882
2021-09-11,5086,880
2021-09-12,5305,920
2021-09-13,5102,800
2021-09-14,6346,791
2021-09-15,5603,813
2021-09-16,5125,860
2021-09-17,5045,820
2021-09-18,5364,726
2021-09-19,6140,773
2021-09-20,5998,777
2021-09-21,6568,828
2021-09-22,6559,795
2021-09-23,5768,801
2021-09-24,8812,783
2021-09-25,6741,666
2021-09-26,7546,754
2021-09-27,8629,837
2021-09-28,8715,820
2021-09-29,7320,823
2021-09-30,6358,854
2021-10-01,6043,763
2021-10-02,5370,683
2021-10-03,5308,752
2021-10-04,5474,741
2021-10-05,5941,792
2021-10-06,5372,884
2021-10-07,5567,811
2021-10-08,4648,811
2021-10-09,6678,824
2021-10-10,6049,754
2021-10-11,5744,939
2021-10-12,5644,934
2021-10-13,6791,924
2021-10-14,5944,870
2021-10-15,6601,884
2021-10-16,7760,746
2021-10-17,7524,784
2021-10-18,7402,946
2021-10-19,8952,1240
2021-10-20,16764,1779
2021-10-21,10755,1247
2021-10-22,28903,1274
2021-10-23,16019,1264
2021-10-24,10940,1055
2021-10-25,14007,972
2021-10-26,10859,996
2021-10-27,11475,1022
2021-10-28,9526,1031
2021-10-29,11853,946
2021-10-30,7924,929
2021-10-31,8586,972
2021-11-01,7746,924
2021-11-02,7899,860
2021-11-03,7805,1109
2021-11-04,12335,977
2021-11-05,7808,893
2021-11-06,10499,863
2021-11-07,7320,792
2021-11-08,8867,871
2021-11-09,22713,946
2021-11-10,12996,887
2021-11-11,12699,1037
2021-11-12,10218,849
2021-11-13,28081,1032
2021-11-14,15499,842
2021-11-15,13228,819
2021-11-16,10563,873
2021-11-17,31350,1071
2021-11-18,16397,1175
2021-11-19,24289,954
2021-11-20,16018,1065
2021-11-21,12604,908
2021-11-22,13017,1091
2021-11-23,10587,945
2021-11-24,10734,889
2021-11-25,26865,1045
2021-11-26,12667,763
2021-11-27,15647,915
2021-11-28,14085,960
2021-11-29,19154,897
2021-11-30,13483,892
2021-12-01,15222,1058
2021-12-02,10008,848
2021-12-03,8215,886
2021-12-04,16278,1014
2021-12-05,12017,830
2021-12-06,8367,814
2021-12-07,14095,910
2021-12-08,13203,934
2021-12-09,22974,822
2021-12-10,12093,748
2021-12-11,17299,912
2021-12-12,30560,847
2021-12-13,12395,759
2021-12-14,27145,800
2021-12-15,160594,1169
2021-12-16,41780,906
2021-12-17,23048,744
2021-12-18,27131,883
2021-12-19,16032,803
2021-12-20,14481,824
2021-12-21,18333,866
2021-12-22,23597,887
2021-12-23,22424,751
2021-12-24,22252,975
2021-12-25,23751,1142
2021-12-26,24559,1597
2021-12-27,14574,900
2021-12-28,13013,907
2021-12-29,21448,1049
2021-12-30,13821,1075
2021-12-31,12441,1014
2022-01-01,10980,981
2022-01-02,16808,1044
2022-01-03,12041,1008
2022-01-04,12897,963
2022-01-05,11206,1075
2022-01-06,14357,1169
2022-01-07,11251,1060
2022-01-08,11153,1176
2022-01-09,11428,1141
2022-01-10,19416,1388
2022-01-11,17229,1060
2022-01-12,14364,1062
2022-01-13,10921,1045
2022-01-14,11705,1079
2022-01-15,13462,940
2022-01-16,9742,993
2022-01-17,10288,955
2022-01-18,8734,1020
2022-01-19,9547,1020
2022-01-20,8312,1101
2022-01-21,10613,993
2022-01-22,11894,964
2022-01-23,8512,949
2022-01-24,8884,1048
2022-01-25,7171,946
2022-01-26,10504,1095
2022-01-27,8712,1325
2022-01-28,16598,1181
2022-01-29,10556,1242
2022-01-30,15226,1359
2022-01-31,8625,1246
2022-02-01,13037,1164
2022-02-02,12516,1156
2022-02-03,11346,994
2022-02-04,13642,1091
2022-02-05,13391,1080
2022-02-06,12071,1201
2022-02-07,9766,1203
2022-02-08,11505,1163
2022-02-09,11337,1432
2022-02-10,17975,1500
2022-02-11,19260,1545
2022-02-12,13320,1164
2022-02-13,19778,1716
2022-02-14,12164,1994
2022-02-15,18144,1481
2022-02-16,12934,1421
2022-02-17,15801,1427
2022-02-18,12671,1338
2022-02-19,12002,1220
2022-02-20,24429,1593
2022-02-21,139892,2738
2022-02-22,42068,1786
2022-02-23,23855,1626
2022-02-24,16429,1335
2022-02-25,17880,1330
2022-02-26,13288,1324
2022-02-27,18127,1346
2022-02-28,19758,1390
2022-03-01,15774,1252
2022-03-02,15371,1204
2022-03-03,12833,1329
2022-03-04,12406,1334
2022-03-05,11965,1223
2022-03-06,18370,1609
2022-03-07,11503,1706
2022-03-08,11783,1539
2022-03-09,12439,1299
2022-03-10,10285,1317
2022-03-11,23728,1293
2022-03-12,14408,1389
2022-03-13,20739,1495
2022-03-14,18990,2721
2022-03-15,21423,1845
2022-03-16,13063,1509
2022-03-17,16778,1414
2022-03-18,13891,1110
2022-03-19,28124,1134
2022-03-20,14486,1470
2022-03-21,12822,1561
2022-03-22,11752,1583
2022-03-23,10790,1403
2022-03-24,11481,1541
2022-03-25,61111,1310
2022-03-26,14164,1250
2022-03-27,22717,1370
2022-03-28,12210,1500
2022-03-29,10402,1456
2022-03-30,8714,1617
2022-03-31,9644,1736
2022-04-01,9680,1559
2022-04-02,9597,1367
2022-04-03,10579,1469
2022-04-04,8321,1744
2022-04-05,9424,1658
2022-04-06,9645,2239
2022-04-07,11920,1724
2022-04-08,9460,1571
2022-04-09,7965,1393
2022-04-10,8515,1457
2022-04-11,11165,2146
2022-04-12,8709,1803
2022-04-13,10322,2456
2022-04-14,10123,2083
2022-04-15,10849,1807
2022-04-16,12013,2576
2022-04-17,34252,3094
2022-04-18,16471,3326
2022-04-19,25860,2850
2022-04-20,13854,2282
2022-04-21,17176,2472
2022-04-22,23743,2221
2022-04-23,13590,2176
2022-04-24,26067,2767
2022-04-25,16095,3130
2022-04-26,18801,3152
2022-04-27,12587,2647
2022-04-28,26681,2781
2022-04-29,11760,2228
2022-04-30,9585,1806
2022-05-01,25584,2564
2022-05-02,15228,3081
2022-05-03,13524,2543
2022-05-04,22742,2230
2022-05-05,12657,2098
2022-05-06,10290,1735
2022-05-07,10408,1946
2022-05-08,23322,1977
2022-05-09,12331,4973
2022-05-10,21437,3486
2022-05-11,13244,2949
2022-05-12,14788,3015
2022-05-13,10375,3115
2022-05-14,26448,3029
2022-05-15,19823,3577
2022-05-16,22989,6280
2022-05-17,17479,3765
2022-05-18,16597,4073
2022-05-19,35875,3714
2022-05-20,15151,3246
2022-05-21,35519,3428
2022-05-22,16498,2987
2022-05-23,48590,5789
2022-05-24,26784,4385
2022-05-25,29920,3417
2022-05-26,18382,4470
2022-05-27,106251,21558
2022-05-28,31804,7435
2022-05-29,19567,4221
2022-05-30,37296,20447
2022-05-31,34813,10883
2022-06-01,29892,9068
2022-06-02,29226,9970
2022-06-03,69323,17281
2022-06-04,16675,4962
2022-06-05,17961,6305
2022-06-06,66602,11880
2022-06-07,21619,5336
2022-06-08,24626,5845
2022-06-09,57085,13631
2022-06-10,26767,6378
2022-06-11,163864,15981
2022-06-12,46797,7118
2022-06-13,42349,8833
2022-06-14,91621,19110
2022-06-15,37732,7811
2022-06-16,36707,9416
2022-06-17,660691,63002
2022-06-18,150688,12586
2022-06-19,86489,8452
2022-06-20,71341,7030
2022-06-21,63373,5914
2022-06-22,50739,4396
2022-06-23,37521,3933
2022-06-24,34431,3258
2022-06-25,27889,2900
2022-06-26,25262,3431
2022-06-27,23192,3153
2022-06-28,21912,2907
2022-06-29,19725,2520
2022-06-30,19732,2513
2022-07-01,18608,2258
2022-07-02,17531,1927
2022-07-03,19556,1861
2022-07-04,17641,1940
2022-07-05,16230,1834
2022-07-06,15787,1664
2022-07-07,14789,1568
2022-07-08,13957,1479
2022-07-09,17797,1417
2022-07-10,15751,1532
2022-07-11,14139,1450
2022-07-12,13514,1364
2022-07-13,13706,1573
2022-07-14,13200,1481
2022-07-15,13976,1271
2022-07-16,13715,1305
2022-07-17,13245,1356
2022-07-18,12461,1240
2022-07-19,14048,1262
2022-07-20,14911,1349
2022-07-21,25988,1424
2022-07-22,13975,1235
2022-07-23,11691,1245
2022-07-24,11955,1252
2022-07-25,11693,1505
2022-07-26,10073,1494
2022-07-27,10424,1381
2022-07-28,11215,1292
2022-07-29,9464,1139
2022-07-30,9183,1136
2022-07-31,10262,1790
2022-08-01,10015,2010
2022-08-02,9875,1848
2022-08-03,9385,1280
2022-08-04,9059,1274
2022-08-05,9447,1159
2022-08-06,8909,1109
2022-08-07,9210,1147
2022-08-08,9295,1154
2022-08-09,8762,1121
2022-08-10,9985,990
2022-08-11,8684,1022
2022-08-12,8372,988
2022-08-13,8039,887
2022-08-14,8862,1110
2022-08-15,8997,1066
2022-08-16,9679,1303
2022-08-17,9405,1303
2022-08-18,9112,1221
2022-08-19,8479,1099
2022-08-20,8821,1029
2022-08-21,8511,991
2022-08-22,7786,1094
2022-08-23,8232,1152
2022-08-24,8462,1407
2022-08-25,8442,1202
2022-08-26,7888,1026
2022-08-27,7817,1034
2022-08-28,8044,1106
2022-08-29,8338,1085
2022-08-30,9635,1021
2022-08-31,11332,975
2022-09-01,15417,924
2022-09-02,11110,955
2022-09-03,10833,948
2022-09-04,10426,965
2022-09-05,9327,944
2022-09-06,8752,887
2022-09-07,8541,942
2022-09-08,7706,881
2022-09-09,7427,781
2022-09-10,8296,843
2022-09-11,8521,872
2022-09-12,8402,848
2022-09-13,8845,903
2022-09-14,9855,964
2022-09-15,8453,903
2022-09-16,8148,958
2022-09-17,7710,856
2022-09-18,8781,854
2022-09-19,7620,890
2022-09-20,7296,869
2022-09-21,7342,924
2022-09-22,7722,1086
2022-09-23,8140,981
2022-09-24,8140,829
2022-09-25,8309,907
2022-09-26,9606,1101
2022-09-27,9684,1001
2022-09-28,8526,980
2022-09-29,10225,967
2022-09-30,9511,911
2022-10-01,8061,864
2022-10-02,8061,889
2022-10-03,8131,940
2022-10-04,11701,865
2022-10-05,8083,874
2022-10-06,9062,984
2022-10-07,9851,938
2022-10-08,10408,975
2022-10-09,9727,925
2022-10-10,10633,921
2022-10-11,9520,959
2022-10-12,10305,1064
2022-10-13,9774,990
2022-10-14,9482,939
2022-10-15,10818,970
2022-10-16,10333,1052
2022-10-17,10113,1054
2022-10-18,12395,1371
2022-10-19,36823,2813
2022-10-20,16665,1522
2022-10-21,13671,1281
2022-10-22,15307,1167
2022-10-23,12259,1028
2022-10-24,13618,1174
2022-10-25,11526,1071
2022-10-26,16260,1446
2022-10-27,11535,1307
2022-10-28,14936,1121
2022-10-29,12118,1132
2022-10-30,12328,993
2022-10-31,10484,988
2022-11-01,10177,1044
2022-11-02,10875,1204
2022-11-03,9763,1243
2022-11-04,11197,1196
2022-11-05,12325,1168
2022-11-06,10918,1261
2022-11-07,9385,973
2022-11-08,13735,1090
2022-11-09,8966,922
2022-11-10,10775,1019
2022-11-11,9291,1041
2022-11-12,17961,1020
2022-11-13,12235,906
2022-11-14,10593,842
2022-11-15,9912,885
2022-11-16,10256,896
2022-11-17,16204,1200
2022-11-18,9785,879
2022-11-19,12757,989
2022-11-20,10126,929
2022-11-21,11534,940
2022-11-22,11200,990
2022-11-23,12051,896
2022-11-24,14045,1064
2022-11-25,9608,786
2022-11-26,12765,837
2022-11-27,11188,853
2022-11-28,10448,812
2022-11-29,9653,868
2022-11-30,11647,889
2022-12-01,8566,977
2022-12-02,7219,821
2022-12-03,9509,951
2022-12-04,8701,821
2022-12-05,11560,903
2022-12-06,10388,983
2022-12-07,9629,970
2022-12-08,9158,1197
2022-12-09,8489,949
2022-12-10,9143,1037
2022-12-11,18793,1410
2022-12-12,9988,1047
2022-12-13,10117,1100
2022-12-14,11477,1245
2022-12-15,12673,1166
2022-12-16,9404,937
2022-12-17,15208,1063
2022-12-18,9432,1209
2022-12-19,8663,1005
2022-12-20,7847,1005
2022-12-21,9135,1026
2022-12-22,8584,1083
2022-12-23,7035,1044
2022-12-24,8207,1061
2022-12-25,9579,1446
2022-12-26,14901,1619
2022-12-27,9788,1345
2022-12-28,11017,1535
2022-12-29,10479,1508
2022-12-30,9716,1452
2022-12-31,11715,1553
2023-01-01,10169,1282
2023-01-02,10007,1480
2023-01-03,12168,1575
2023-01-04,9630,1411
2023-01-05,11362,1435
2023-01-06,9632,1330
2023-01-07,11134,1504
2023-01-08,10412,1360
2023-01-09,10866,1339
2023-01-10,10693,1320
2023-01-11,13624,1400
2023-01-12,9921,1357
2023-01-13,11649,1446
2023-01-14,13724,1322
2023-01-15,11655,1254
2023-01-16,12083,1432
2023-01-17,14516,1469
2023-01-18,15648,1868
2023-01-19,16371,1585
2023-01-20,20761,1822
2023-01-21,12893,1593
2023-01-22,10621,1412
2023-01-23,14841,1381
2023-01-24,10592,1224
2023-01-25,10839,1400
2023-01-26,19436,1557
2023-01-27,17355,1409
2023-01-28,18562,1455
2023-01-29,15129,1976
2023-01-30,10938,1596
2023-01-31,18876,1496
2023-02-01,14528,1463
2023-02-02,13082,1553
2023-02-03,13579,1788
2023-02-04,11281,1572
2023-02-05,19107,1999
2023-02-06,13225,1852
2023-02-07,13128,1767
2023-02-08,37414,4281
2023-02-09,25248,4890
2023-02-10,17481,3088
2023-02-11,14146,2595
2023-02-12,15560,2835
2023-02-13,12266,3530
2023-02-14,11434,2261
2023-02-15,12117,2308
2023-02-16,11969,2151
2023-02-17,11659,1952
2023-02-18,11692,1732
2023-02-19,19573,1863
2023-02-20,25667,2197
2023-02-21,19116,1771
2023-02-22,14112,1596
2023-02-23,12843,1692
2023-02-24,14429,1830
2023-02-25,14108,1721
2023-02-26,13041,2048
2023-02-27,14970,1871
2023-02-28,11793,1607
2023-03-01,11745,1636
2023-03-02,11374,1734
2023-03-03,12589,1490
2023-03-04,12522,1532
2023-03-05,17179,1832
2023-03-06,14222,1863
2023-03-07,11569,1732
2023-03-08,13742,1838
2023-03-09,12382,1638
2023-03-10,13568,1698
2023-03-11,11634,1457
2023-03-12,26114,1748
2023-03-13,12435,1327
2023-03-14,29235,1548
2023-03-15,18001,1535
2023-03-16,20013,1513
2023-03-17,14011,1253
2023-03-18,14306,1179
2023-03-19,16240,1460
2023-03-20,12103,1308
2023-03-21,12606,1370
2023-03-22,11020,1474
2023-03-23,13728,1441
2023-03-24,12457,1259
2023-03-25,16598,1350
2023-03-26,14388,1413
2023-03-27,13531,1499
2023-03-28,10905,1415
2023-03-29,17557,1562
2023-03-30,13612,1941
2023-03-31,11459,1671
2023-04-01,15159,1428
2023-04-02,13671,1523
2023-04-03,12545,1659
2023-04-04,11059,1619
2023-04-05,11791,1674
2023-04-06,10307,1775
2023-04-07,9988,1563
2023-04-08,12143,1720
2023-04-09,11581,1812
2023-04-10,13247,2138
2023-04-11,12258,1946
2023-04-12,12583,2437
2023-04-13,12691,2241
2023-04-14,11305,2124
2023-04-15,14083,2635
2023-04-16,29861,3653
2023-04-17,16061,3462
2023-04-18,29063,3324
2023-04-19,14819,2879
2023-04-20,13155,2234
2023-04-21,28264,2657
2023-04-22,17107,2391
2023-04-23,37907,3266
2023-04-24,25123,2803
2023-04-25,21000,3768
2023-04-26,17242,3179
2023-04-27,31062,5712
2023-04-28,18906,3282
2023-04-29,28768,3766
2023-04-30,76847,5110
2023-05-01,105074,7806
2023-05-02,59116,5763
2023-05-03,67346,6021
2023-05-04,31493,3711
2023-05-05,61142,4918
2023-05-06,32539,3695
2023-05-07,46093,4269
2023-05-08,24971,3560
2023-05-09,49947,5841
2023-05-10,28048,5106
2023-05-11,50928,4998
2023-05-12,27525,5518
2023-05-13,73025,12798
2023-05-14,33035,9018
2023-05-15,26321,8007
2023-05-16,21743,5701
2023-05-17,22419,5679
2023-05-18,16398,4928
2023-05-19,16089,4645
2023-05-20,15294,4974
2023-05-21,17127,6259
2023-05-22,15935,9325
2023-05-23,25132,18278
2023-05-24,19753,9118
2023-05-25,14088,6058
2023-05-26,13474,5883
2023-05-27,12051,4320
2023-05-28,13193,8683
2023-05-29,11911,5577
2023-05-30,18052,21332
2023-05-31,13533,10495
2023-06-01,12031,15087
2023-06-02,13686,20254
2023-06-03,11330,9111
2023-06-04,11430,9922
2023-06-05,12093,16709
2023-06-06,10792,7650
2023-06-07,10158,9115
2023-06-08,12670,15745
2023-06-09,10474,6214
2023-06-10,12706,15930
2023-06-11,10301,8162
2023-06-12,10302,9954
2023-06-13,18491,38597
2023-06-14,14910,8838
2023-06-15,13589,5896
2023-06-16,12677,4385
2023-06-17,10820,3200
2023-06-18,11046,2827
2023-06-19,11710,2572
2023-06-20,10870,2567
2023-06-21,10348,2243
2023-06-22,13072,2330
2023-06-23,16166,2306
2023-06-24,11143,1785
2023-06-25,12614,1879
2023-06-26,15457,1933
2023-06-27,14058,1758
2023-06-28,11567,1577
2023-06-29,11396,1524
2023-06-30,13647,1625
2023-07-01,13734,1678
2023-07-02,10762,1506
2023-07-03,10419,1570
2023-07-04,9665,1395
2023-07-05,9092,1230
2023-07-06,9300,1251
2023-07-07,9949,1298
2023-07-08,9662,1125
2023-07-09,9822,1467
2023-07-10,10279,1244
2023-07-11,10402,1127
2023-07-12,9896,1117
2023-07-13,10779,1183
2023-07-14,11299,1101
2023-07-15,19739,1000
2023-07-16,39719,1059
2023-07-17,29099,1174
2023-07-18,29150,1086
2023-07-19,14168,1086
2023-07-20,12302,992
2023-07-21,19982,1171
2023-07-22,26534,1277
2023-07-23,25998,1401
2023-07-24,22090,1301
2023-07-25,22861,1304
2023-07-26,21181,1232
2023-07-27,26067,1125
2023-07-28,30538,1126
2023-07-29,24235,1058
2023-07-30,27988,1011
2023-07-31,20109,1040
2023-08-01,14744,1034
2023-08-02,13855,989
2023-08-03,13791,1032
2023-08-04,12732,979
2023-08-05,13127,999
2023-08-06,13877,1037
2023-08-07,13197,2808
2023-08-08,15319,1928
2023-08-09,14331,1669
2023-08-10,12610,1487
2023-08-11,11825,1286
2023-08-12,11487,1403
2023-08-13,11650,1394
2023-08-14,10192,2061
2023-08-15,9705,1628
2023-08-16,9358,1471
2023-08-17,9310,1412
2023-08-18,9073,1263
2023-08-19,8971,1174
2023-08-20,9410,1194
2023-08-21,11141,1788
2023-08-22,12389,1664
2023-08-23,13636,1467
2023-08-24,12670,1341
2023-08-25,11180,1324
2023-08-26,10044,1196
2023-08-27,9954,1237
2023-08-28,9826,2390
2023-08-29,9360,2109
2023-08-30,9732,1486
2023-08-31,9980,1297
2023-09-01,9086,1200
2023-09-02,9088,996
2023-09-03,10286,1156
2023-09-04,9462,1970
2023-09-05,9069,1659
2023-09-06,11349,1323
2023-09-07,9253,1158
2023-09-08,12332,1332
2023-09-09,11176,1248
2023-09-10,12110,1300
2023-09-11,12143,4709
2023-09-12,10758,2498
2023-09-13,10240,2059
2023-09-14,9765,1760
2023-09-15,8431,1341
2023-09-16,8028,1350
2023-09-17,7745,1185
2023-09-18,7603,4517
2023-09-19,7514,2755
2023-09-20,7546,2235
2023-09-21,7654,1764
2023-09-22,7289,1499
2023-09-23,7788,1447
2023-09-24,7556,1399
2023-09-25,7228,1372
2023-09-26,12237,1374
2023-09-27,9042,1678
2023-09-28,11887,1769
2023-09-29,10396,1371
2023-09-30,8408,1082
2023-10-01,8049,1172
2023-10-02,8565,1379
2023-10-03,9221,1375
2023-10-04,7975,1148
2023-10-05,8208,1069
2023-10-06,8631,1024
2023-10-07,10102,844
2023-10-08,9261,947
2023-10-09,7560,978
2023-10-10,7732,951
2023-10-11,7463,1039
2023-10-12,7291,990
2023-10-13,7298,1027
2023-10-14,8605,914
2023-10-15,7440,832
2023-10-16,8433,881
2023-10-17,7532,807
2023-10-18,8107,1048
2023-10-19,11138,1056
2023-10-20,10279,1055
2023-10-21,11043,1032
2023-10-22,10739,987
2023-10-23,10517,1102
2023-10-24,10786,1599
2023-10-25,16126,2024
2023-10-26,10658,1714
2023-10-27,10236,1583
2023-10-28,16656,1457
2023-10-29,9851,1215
2023-10-30,13062,1231
2023-10-31,16629,1362
2023-11-01,10986,1430
2023-11-02,13533,1744
2023-11-03,11310,1397
2023-11-04,15312,1323
2023-11-05,11272,1197
2023-11-06,11000,1115
2023-11-07,13543,1197
2023-11-08,11126,1156
2023-11-09,14926,1225
2023-11-10,9963,1114
2023-11-11,11413,1174
2023-11-12,12859,1112
2023-11-13,14164,1069
2023-11-14,10322,1147
2023-11-15,12625,1310
2023-11-16,11381,1203
2023-11-17,10351,1052
2023-11-18,10033,1105
2023-11-19,11015,1060
2023-11-20,12917,1096
2023-11-21,13671,1074
2023-11-22,11864,1096
2023-11-23,15429,1344
2023-11-24,9906,947
2023-11-25,14370,1131
2023-11-26,9987,1079
2023-11-27,9632,1105
2023-11-28,9585,1156
2023-11-29,12542,1456
2023-11-30,9443,1090
2023-12-01,10517,999
2023-12-02,10584,1078
2023-12-03,9412,957
2023-12-04,7897,913
2023-12-05,8017,1109
2023-12-06,8459,1282
2023-12-07,10692,1175
2023-12-08,9185,1834
2023-12-09,10297,1707
2023-12-10,10302,3379
2023-12-11,8470,1617
2023-12-12,8757,1376
2023-12-13,12872,1461
2023-12-14,13281,1354
2023-12-15,11089,1215
2023-12-16,9330,1158
2023-12-17,12566,1112
2023-12-18,13274,1118
2023-12-19,8878,1194
2023-12-20,21809,1465
2023-12-21,12631,1224
2023-12-22,10792,1172
2023-12-23,15059,1326
2023-12-24,11736,1251
2023-12-25,17012,1758
2023-12-26,11307,1491
2023-12-27,9471,1548
2023-12-28,10699,1415
2023-12-29,12131,1535
2023-12-30,10208,1465
2023-12-31,11078,1447
2024-01-01,8809,1227
2024-01-02,9273,1281
2024-01-03,13601,1355
2024-01-04,11725,1548
2024-01-05,16120,1796
2024-01-06,12794,1541
2024-01-07,10262,1424
2024-01-08,12802,1533
2024-01-09,9611,1374
2024-01-10,9790,1706
2024-01-11,13984,1661
2024-01-12,10194,1500
2024-01-13,11819,1491
2024-01-14,10882,1380
2024-01-15,9608,1450
2024-01-16,10731,1411
2024-01-17,9882,1398
2024-01-18,10025,1673
2024-01-19,11572,1472
2024-01-20,10315,1634
2024-01-21,9022,1388
2024-01-22,10151,1580
2024-01-23,10157,1755
2024-01-24,10675,1810
2024-01-25,11381,1659
2024-01-26,18031,1659
2024-01-27,12514,1808
2024-01-28,41358,2182
2024-01-29,15241,1981
2024-01-30,13084,1812
2024-01-31,18567,1967
2024-02-01,12389,1683
2024-02-02,15557,1650
2024-02-03,13813,1475
2024-02-04,22826,1868
2024-02-05,13318,1792
2024-02-06,14422,1793
2024-02-07,13410,1760
2024-02-08,16503,1781
2024-02-09,18830,1778
2024-02-10,12685,1546
2024-02-11,34038,2299
2024-02-12,17835,3016
2024-02-13,17422,2211
2024-02-14,15808,2101
2024-02-15,18999,1853
2024-02-16,16509,1789
2024-02-17,14700,1622
2024-02-18,43007,1736
2024-02-19,32536,2418
2024-02-20,17224,1863
2024-02-21,13332,1736
2024-02-22,13624,2162
2024-02-23,18462,2109
2024-02-24,17273,1932
2024-02-25,13424,2015
2024-02-26,15004,1942
2024-02-27,11047,1586
2024-02-28,12625,1707
2024-02-29,11040,1659
2024-03-01,19908,1699
2024-03-02,21335,1664
2024-03-03,21251,2522
2024-03-04,15601,2197
2024-03-05,13457,1676
2024-03-06,11448,1737
2024-03-07,16937,1613
2024-03-08,13111,1845
2024-03-09,13106,1472
2024-03-10,11575,1520
2024-03-11,9364,1436
2024-03-12,13612,1349
2024-03-13,12144,1316
2024-03-14,16199,1362
2024-03-15,13680,1257
2024-03-16,12834,1127
2024-03-17,22311,1438
2024-03-18,13080,1354
2024-03-19,12907,1331
2024-03-20,10993,1331
2024-03-21,13575,1428
2024-03-22,12020,1260
2024-03-23,13819,1215
2024-03-24,11878,1375
2024-03-25,12243,1455
2024-03-26,9212,1454
2024-03-27,10272,1577
2024-03-28,17595,1642
2024-03-29,11202,1343
2024-03-30,12757,1247
2024-03-31,10624,1458
2024-04-01,11529,1562
2024-04-02,11279,1447
2024-04-03,12214,1808
2024-04-04,9506,1627
2024-04-05,11051,1529
2024-04-06,11678,1388
2024-04-07,13895,1536
2024-04-08,10945,1495
2024-04-09,12496,1585
2024-04-10,13210,1637
2024-04-11,9766,1618
2024-04-12,10548,1445
2024-04-13,11305,1390
2024-04-14,10779,1476
2024-04-15,11921,1893
2024-04-16,20352,1837
2024-04-17,36468,3146
2024-04-18,19146,2119
2024-04-19,14403,1768
2024-04-20,12732,2388
2024-04-21,12718,3531
2024-04-22,10461,2290
2024-04-23,10477,2828
2024-04-24,10218,2282
2024-04-25,10676,2530
2024-04-26,14459,2132
2024-04-27,11068,1887
2024-04-28,17605,2320
2024-04-29,12437,2414
2024-04-30,13948,2900
2024-05-01,11149,2099
2024-05-02,10226,2390
2024-05-03,10157,2631
2024-05-04,10040,2231
2024-05-05,9681,2235
2024-05-06,9034,2473
2024-05-07,10470,4235
2024-05-08,9405,3176
2024-05-09,10918,2941
2024-05-10,8742,2781
2024-05-11,8667,2271
2024-05-12,8230,2527
2024-05-13,9342,2720
2024-05-14,9900,2523
2024-05-15,10130,2861
2024-05-16,9667,3561
2024-05-17,8323,2725
2024-05-18,8087,2167
2024-05-19,8627,4232
2024-05-20,10163,6799
2024-05-21,9171,3278
2024-05-22,8626,3274
2024-05-23,17942,2478
2024-05-24,10272,3282
2024-05-25,9240,3373
2024-05-26,11981,3942
2024-05-27,20369,6363
2024-05-28,14614,14166
2024-05-29,10487,5097
2024-05-30,8183,3766
2024-05-31,11260,13725
2024-06-01,9000,5634
2024-06-02,8349,4188
2024-06-03,9144,5077
2024-06-04,8163,5300
2024-06-05,8175,4396
2024-06-06,8273,8712
2024-06-07,9022,13075
2024-06-08,7075,3829
2024-06-09,7605,4210
2024-06-10,9404,9313
2024-06-11,8014,3713
2024-06-12,9433,4467
2024-06-13,10057,12527
2024-06-14,8084,6882
2024-06-15,8780,8204
2024-06-16,7481,3505
2024-06-17,7959,4603
2024-06-18,17484,33386
2024-06-19,10252,8839
2024-06-20,8167,4271
2024-06-21,7431,3478
2024-06-22,7366,3082
2024-06-23,7110,2463
2024-06-24,7079,2376
2024-06-25,6983,2308
